Topic,Words,Frequency,Timestamp,Name
121,"g20, brazils, brazil, brics, brazilian",3,2017.1,121_g20_brics_brazil_brazils
122,"school, schools, teachers, schooling, trust",4,2017.1,122_schools_school_schooling_teachers
123,"education, internationalization, educational, international, global",4,2017.1,123_education_internationalization_stude...
124,"chinese, china, chinas, development, culture",4,2017.1,124_chinese_culture_china_ideological
125,"genocide, rwanda, icc, rwandan, crimes",3,2017.1,125_genocide_rwanda_rwandan_deadwood
126,"globalist, nationalism, political, kant, liberalist",1,2017.1,126_anthropology_art_political_vichy
127,"patriotism, nationalism, nation, nationalist, albanian",4,2017.1,127_nationalism_patriotism_nation_nation...
128,"research, cnrs, academic, universities, researchers",2,2017.1,128_researchers_funding_strategic_scienc...
129,"cyber, attack, cyberspace, attacks, threat",5,2017.1,129_cyber_attack_cyberwar_cyberspace
130,"iran, kuwait, irans, iranian, gulf",3,2017.1,130_iran_irans_iranian_gulf
131,"tax, taxation, unctc, oecd, taxes",3,2017.1,131_tax_taxation_taxes_reform
132,"normbuilding, decentralization, decentration, selfgovernment, tnns",4,2017.1,132_decentralization_normbuilding_govern...
133,"crime, un, nations, security, africa",3,2017.1,133_un_nations_civilizations_internation...
134,"banks, bank, monetary, lending, financial",5,2017.1,134_banks_bank_monetary_financial
135,"labor, married, industrial, growth, increase",4,2017.1,135_industrial_growth_protoindustries_pr...
136,"sanctions, iran, medicines, iranians, targeted",3,2017.1,136_sanctions_militarization_ngos_mining
137,"gas, renewable, oil, supply, diplomacy",4,2017.1,137_gas_oil_renewable_biofuels
138,"global, globalization, regionalism, governance, economic",2,2017.1,138_global_economic_governance_globaliza...
139,"chinas, aid, africa, namibia, countries",5,2017.1,139_africa_aid_angola_namibia
